MAC_addr	MAC_vendor  	MAC_type
00:50:12	CBL GMBH 	misc
00:50:13	Chaparral Network Storage  	misc
00:50:14	CISCO SYSTEMS, INC.  	misc
00:50:15	BRIGHT STAR ENGINEERING  	misc
00:50:16	SST/WOODHEAD INDUSTRIES  	misc
00:50:17	RSR S.R.L.  	misc
00:50:18	AMIT, Inc.  	misc
00:50:19	SPRING TIDE NETWORKS, INC.  	misc
00:50:1a	IQinVision  	misc
00:50:1b	ABL CANADA, INC.  	misc
00:50:1c	JATOM SYSTEMS, INC.  	misc
00:50:1e	Miranda Technologies, Inc.  	misc
00:50:1f	MRG SYSTEMS, LTD.  	misc
00:50:20	MEDIASTAR CO., LTD.  	misc
00:50:21	EIS INTERNATIONAL, INC.  	misc
00:50:22	ZONET TECHNOLOGY, INC.  	misc
00:50:23	PG DESIGN ELECTRONICS, INC.  	misc
00:50:24	NAVIC SYSTEMS, INC.  	misc
00:50:26	COSYSTEMS, INC.  	misc
00:50:27	GENICOM CORPORATION  	misc
00:50:28	AVAL COMMUNICATIONS  	misc
00:50:29	1394 PRINTER WORKING GROUP  	misc
00:50:2a	CISCO SYSTEMS, INC.  	misc
00:50:2b	GENRAD LTD.  	misc
00:50:2c	SOYO COMPUTER, INC.  	misc
00:50:2d	ACCEL, INC.  	misc
00:50:2e	CAMBEX CORPORATION  	misc
00:50:2f	TollBridge Technologies, Inc.  	misc
00:50:30	FUTURE PLUS SYSTEMS  	misc
00:50:31	AEROFLEX LABORATORIES, INC.  	misc
00:50:32	PICAZO COMMUNICATIONS, INC.  	misc
00:50:33	MAYAN NETWORKS  	misc
00:50:36	NETCAM, LTD.  	misc
00:50:37	KOGA ELECTRONICS CO.  	misc
00:50:38	DAIN TELECOM CO., LTD.  	misc
00:50:39	MARINER NETWORKS  	misc
00:50:3a	DATONG ELECTRONICS LTD.  	misc
00:50:3b	MEDIAFIRE CORPORATION  	misc
00:50:3c	TSINGHUA NOVEL ELECTRONICS  	misc
00:50:3e	CISCO SYSTEMS, INC.  	misc
00:50:3f	ANCHOR GAMES  	misc
00:50:40	Panasonic Electric Works Co., Ltd.  	misc
00:50:41	Coretronic Corporation  	misc
00:50:42	SCI MANUFACTURING SINGAPORE PTE, LTD.  	misc
00:50:43	MARVELL SEMICONDUCTOR, INC.  	misc
00:50:44	ASACA CORPORATION  	misc
00:50:45	RIOWORKS SOLUTIONS, INC.  	misc
00:50:46	MENICX INTERNATIONAL CO., LTD.  	misc
00:50:47	PRIVATE  	misc
00:50:48	INFOLIBRIA  	misc
00:50:49	Arbor Networks Inc  	misc
00:50:4a	ELTECO A.S.  	misc
00:50:4b	BARCONET N.V.  	misc
00:50:4c	Galil Motion Control  	misc
00:50:4d	Tokyo Electron Device Limited  	misc
00:50:4e	SIERRA MONITOR CORP.  	misc
00:50:4f	OLENCOM ELECTRONICS  	misc
00:50:50	CISCO SYSTEMS, INC.  	misc
00:50:51	IWATSU ELECTRIC CO., LTD.  	misc
00:50:52	TIARA NETWORKS, INC.  	misc
00:50:53	CISCO SYSTEMS, INC.  	misc
00:50:54	CISCO SYSTEMS, INC.  	misc
00:50:55	DOMS A/S  	misc
00:50:56	VMware, Inc.  	misc
00:50:57	BROADBAND ACCESS SYSTEMS  	misc
00:50:58	VegaStream Group Limted  	misc
00:50:59	iBAHN  	misc
00:50:5a	NETWORK ALCHEMY, INC.  	misc
00:50:5b	KAWASAKI LSI U.S.A., INC.  	misc
00:50:5c	TUNDO CORPORATION  	misc
00:50:5e	DIGITEK MICROLOGIC S.A.  	misc
00:50:5f	BRAND INNOVATORS  	misc
00:50:60	TANDBERG TELECOM AS  	misc
00:50:62	KOUWELL ELECTRONICS CORP.  **  	misc
00:50:63	OY COMSEL SYSTEM AB  	misc
00:50:64	CAE ELECTRONICS  	misc
00:50:65	TDK-Lambda Corporation  	misc
00:50:66	AtecoM GmbH advanced telecomunication modules  	misc
00:50:67	AEROCOMM, INC.  	misc
00:50:68	ELECTRONIC INDUSTRIES ASSOCIATION  	misc
00:50:69	PixStream Incorporated  	misc
00:50:6a	EDEVA, INC.  	misc
00:50:6b	SPX-ATEG  	misc
00:50:6c	Beijer Electronics Products AB  	misc
00:50:6d	VIDEOJET SYSTEMS  	misc
00:50:6e	CORDER ENGINEERING CORPORATION  	misc
00:50:6f	G-CONNECT  	misc
00:50:70	CHAINTECH COMPUTER CO., LTD.  	misc
00:50:71	AIWA CO., LTD.  	misc
00:50:72	CORVIS CORPORATION  	misc
00:50:73	CISCO SYSTEMS, INC.  	misc
00:50:74	ADVANCED HI-TECH CORP.  	misc
00:50:75	KESTREL SOLUTIONS  	misc
00:50:76	IBM Corp  	misc
00:50:77	PROLIFIC TECHNOLOGY, INC.  	misc
00:50:78	MEGATON HOUSE, LTD.  	misc
00:50:79	PRIVATE  	misc
00:50:7a	XPEED, INC.  	misc
00:50:7b	MERLOT COMMUNICATIONS  	misc
00:50:7c	VIDEOCON AG  	misc
00:50:7d	IFP  	misc
00:50:7e	NEWER TECHNOLOGY  	misc
00:50:7f	DrayTek Corp.  	misc
00:50:80	CISCO SYSTEMS, INC.  	misc
00:50:81	MURATA MACHINERY, LTD.  	misc
00:50:82	FORESSON CORPORATION  	misc
00:50:83	GILBARCO, INC.  	misc
00:50:84	ATL PRODUCTS  	misc
00:50:86	TELKOM SA, LTD.  	misc
00:50:87	TERASAKI ELECTRIC CO., LTD.  	misc
00:50:88	AMANO CORPORATION  	misc
00:50:89	SAFETY MANAGEMENT SYSTEMS  	misc
00:50:8b	Hewlett-Packard Company  	misc
00:50:8c	RSI SYSTEMS  	misc
00:50:8d	ABIT COMPUTER CORPORATION  	misc
00:50:8e	OPTIMATION, INC.  	misc
00:50:8f	ASITA TECHNOLOGIES INT'L LTD.  	misc
00:50:90	DCTRI  	misc
00:50:91	NETACCESS, INC.  	misc
00:50:92	RIGAKU INDUSTRIAL CORPORATION  	misc
00:50:93	BOEING  	misc
00:50:94	PACE plc  	misc
00:50:95	PERACOM NETWORKS  	misc
00:50:96	SALIX TECHNOLOGIES, INC.  	misc
00:50:97	MMC-EMBEDDED COMPUTERTECHNIK GmbH  	misc
00:50:98	GLOBALOOP, LTD.  	misc
00:50:99	3COM EUROPE, LTD.  	misc
00:50:9a	TAG ELECTRONIC SYSTEMS  	misc
00:50:9b	SWITCHCORE AB  	misc
00:50:9c	BETA RESEARCH  	misc
00:50:9d	THE INDUSTREE B.V.  	misc
00:50:9e	Les Technologies SoftAcoustik Inc.  	misc
00:50:9f	HORIZON COMPUTER  	misc
00:50:a0	DELTA COMPUTER SYSTEMS, INC.  	misc
00:50:a1	CARLO GAVAZZI, INC.  	misc
00:50:a2	CISCO SYSTEMS, INC.  	misc
00:50:a3	TransMedia Communications, Inc.  	misc
00:50:a4	IO TECH, INC.  	misc
00:50:a5	CAPITOL BUSINESS SYSTEMS, LTD.  	misc
00:50:a6	OPTRONICS  	misc
00:50:a7	CISCO SYSTEMS, INC.  	misc
00:50:a8	OpenCon Systems, Inc.  	misc
00:50:a9	MOLDAT WIRELESS TECHNOLGIES  	misc
00:50:aa	KONICA MINOLTA HOLDINGS, INC.  	misc
00:50:ab	NALTEC, Inc.  	misc
00:50:ac	MAPLE COMPUTER CORPORATION  	misc
00:50:ad	CommUnique Wireless Corp.  	misc
00:50:ae	FDK Co., Ltd  	misc
00:50:af	INTERGON, INC.  	misc
00:50:b0	TECHNOLOGY ATLANTA CORPORATION  	misc
00:50:b1	GIDDINGS & LEWIS  	misc
00:50:b2	BRODEL GmbH  	misc
00:50:b3	VOICEBOARD CORPORATION  	misc
00:50:b4	SATCHWELL CONTROL SYSTEMS, LTD  	misc
00:50:b5	FICHET-BAUCHE  	misc
00:50:b6	GOOD WAY IND. CO., LTD.  	misc
00:50:b7	BOSER TECHNOLOGY CO., LTD.  	misc
00:50:b8	INOVA COMPUTERS GMBH & CO. KG  	misc
00:50:b9	XITRON TECHNOLOGIES, INC.  	misc
00:50:ba	D-LINK  	misc
00:50:bb	CMS TECHNOLOGIES  	misc
00:50:bc	HAMMER STORAGE SOLUTIONS  	misc
00:50:bd	CISCO SYSTEMS, INC.  	misc
00:50:be	FAST MULTIMEDIA AG  	misc
00:50:bf	Metalligence Technology Corp.  	misc
00:50:c0	GATAN, INC.  	misc
00:50:c1	GEMFLEX NETWORKS, LTD.  	misc
00:50:c2	IEEE REGISTRATION AUTHORITY  Please see IAB public listing for more information. 	misc
00:50:c4	IMD  	misc
00:50:c5	ADS Technologies, Inc  	misc
00:50:c6	LOOP TELECOMMUNICATION INTERNATIONAL, INC.  	misc
00:50:c8	Addonics Technologies, Inc.  	misc
00:50:c9	MASPRO DENKOH CORP.  	misc
00:50:ca	NET TO NET TECHNOLOGIES  	misc
00:50:cb	JETTER  	misc
00:50:cc	XYRATEX  	misc
00:50:cd	DIGIANSWER A/S  	misc
00:50:ce	LG INTERNATIONAL CORP.  	misc
00:50:cf	VANLINK COMMUNICATION TECHNOLOGY RESEARCH INSTITUTE  	misc
00:50:d0	MINERVA SYSTEMS  	misc
00:50:d1	CISCO SYSTEMS, INC.  	misc
00:50:d2	CMC Electronics Inc  	misc
00:50:d3	DIGITAL AUDIO PROCESSING PTY. LTD.  	misc
00:50:d4	JOOHONG INFORMATION &  	misc
00:50:d5	AD SYSTEMS CORP.  	misc
00:50:d6	ATLAS COPCO TOOLS AB  	misc
00:50:d7	TELSTRAT  	misc
00:50:d8	UNICORN COMPUTER CORP.  	misc
00:50:d9	ENGETRON-ENGENHARIA ELETRONICA IND. e COM. LTDA  	misc
00:50:da	3COM CORPORATION  	misc
00:50:db	CONTEMPORARY CONTROL  	misc
00:50:dc	TAS TELEFONBAU A. SCHWABE GMBH & CO. KG  	misc
00:50:dd	SERRA SOLDADURA, S.A.  	misc
00:50:de	SIGNUM SYSTEMS CORP.  	misc
00:50:df	AirFiber, Inc.  	misc
00:50:e1	NS TECH ELECTRONICS SDN BHD  	misc
00:50:e2	CISCO SYSTEMS, INC.  	misc
00:50:e3	ARRIS Group, Inc.  	misc
00:50:e4	Apple  	misc
00:50:e6	HAKUSAN CORPORATION  	misc
00:50:e7	PARADISE INNOVATIONS (ASIA)  	misc
00:50:e8	NOMADIX INC.  	misc
00:50:ea	XEL COMMUNICATIONS, INC.  	misc
00:50:eb	ALPHA-TOP CORPORATION  	misc
00:50:ec	OLICOM A/S  	misc
00:50:ed	ANDA NETWORKS  	misc
00:50:ee	TEK DIGITEL CORPORATION  	misc
00:50:ef	SPE Systemhaus GmbH  	misc
00:50:f0	CISCO SYSTEMS, INC.  	misc
00:50:f1	Intel Corporation  	misc
00:50:f2	MICROSOFT CORP.  	misc
00:50:f3	GLOBAL NET INFORMATION CO., Ltd.  	misc
00:50:f4	SIGMATEK GMBH & CO. KG  	misc
00:50:f6	PAN-INTERNATIONAL INDUSTRIAL CORP.  	misc
00:50:f7	VENTURE MANUFACTURING (SINGAPORE) LTD.  	misc
00:50:f8	ENTREGA TECHNOLOGIES, INC.  	misc
00:50:f9	SENSORMATIC ACD  	misc
00:50:fa	OXTEL, LTD.  	misc
00:50:fb	VSK ELECTRONICS  	misc
00:50:fc	EDIMAX TECHNOLOGY CO., LTD.  	misc
00:50:fd	VISIONCOMM CO., LTD.  	misc
00:50:fe	PCTVnet ASA  	misc
00:50:ff	HAKKO ELECTRONICS CO., LTD.  	misc
00:52:18	Wuxi Keboda Electron Co.Ltd  	misc
00:54:af	Continental Automotive Systems Inc.  	misc
00:59:07	LenovoEMC Products USA, LLC  	misc
00:5c:b1	Gospell DIGITAL TECHNOLOGY CO., LTD  	misc
00:5d:03	Xilinx, Inc  	misc
00:60:00	XYCOM INC.  	misc
00:60:01	InnoSys, Inc.  	misc
00:60:02	SCREEN SUBTITLING SYSTEMS, LTD  	misc
00:60:03	TERAOKA WEIGH SYSTEM PTE, LTD.  	misc
00:60:04	COMPUTADORES MODULARES SA  	misc
00:60:05	FEEDBACK DATA LTD.  	misc
00:60:06	SOTEC CO., LTD  	misc
00:60:07	ACRES GAMING, INC.  	misc
00:60:08	3COM CORPORATION  	misc
00:60:09	CISCO SYSTEMS, INC.  	misc
00:60:0a	SORD COMPUTER CORPORATION  	misc
00:60:0b	LOGWARE GmbH  	misc
00:60:0c	Eurotech Inc.  	misc
00:60:0d	Digital Logic GmbH  	misc
00:60:0e	WAVENET INTERNATIONAL, INC.  	misc
00:60:0f	WESTELL, INC.  	misc
00:60:10	NETWORK MACHINES, INC.  	misc
00:60:11	CRYSTAL SEMICONDUCTOR CORP.  	misc
00:60:12	POWER COMPUTING CORPORATION  	misc
00:60:13	NETSTAL MASCHINEN AG  	misc
00:60:14	EDEC CO., LTD.  	misc
00:60:15	NET2NET CORPORATION  	misc
00:60:16	CLARIION  	misc
00:60:17	TOKIMEC INC.  	misc
00:60:18	STELLAR ONE CORPORATION  	misc
00:60:19	Roche Diagnostics  	misc
00:60:1a	KEITHLEY INSTRUMENTS  	misc
00:60:1b	MESA ELECTRONICS  	misc
00:60:1c	TELXON CORPORATION  	misc
00:60:1d	LUCENT TECHNOLOGIES  	misc
00:60:1e	SOFTLAB, INC.  	misc
00:60:1f	STALLION TECHNOLOGIES  	misc
00:60:20	PIVOTAL NETWORKING, INC.  	misc
00:60:21	DSC CORPORATION  	misc
00:60:22	VICOM SYSTEMS, INC.  	misc
00:60:23	PERICOM SEMICONDUCTOR CORP.  	misc
00:60:24	GRADIENT TECHNOLOGIES, INC.  	misc
00:60:25	ACTIVE IMAGING PLC  	misc
00:60:26	VIKING Modular Solutions  	misc
00:60:27	Superior Modular Products  	misc
00:60:28	MACROVISION CORPORATION  	misc
00:60:29	CARY PERIPHERALS INC.  	misc
00:60:2a	SYMICRON COMPUTER COMMUNICATIONS, LTD.  	misc
00:60:2b	PEAK AUDIO  	misc
00:60:2c	LINX Data Terminals, Inc.  	misc
00:60:2d	ALERTON TECHNOLOGIES, INC.  	misc
00:60:2e	CYCLADES CORPORATION  	misc
00:60:2f	CISCO SYSTEMS, INC.  	misc
00:60:30	VILLAGE TRONIC ENTWICKLUNG  	misc
00:60:31	HRK SYSTEMS  	misc
00:60:32	I-CUBE, INC.  	misc
00:60:33	ACUITY IMAGING, INC.  	misc
00:60:34	ROBERT BOSCH GmbH  	misc
00:60:35	DALLAS SEMICONDUCTOR, INC.  	misc
00:60:36	AIT Austrian Institute of Technology GmbH  	misc
00:60:37	NXP Semiconductors  	misc
00:60:38	Nortel Networks  	misc
00:60:39	SanCom Technology, Inc.  	misc
00:60:3a	QUICK CONTROLS LTD.  	misc
00:60:3b	AMTEC spa  	misc
00:60:3c	HAGIWARA SYS-COM CO., LTD.  	misc
00:60:3d	3CX  	misc
00:60:3e	CISCO SYSTEMS, INC.  	misc
00:60:3f	PATAPSCO DESIGNS  	misc
00:60:40	NETRO CORP.  	misc
00:60:41	Yokogawa Electric Corporation  	misc
00:60:42	TKS (USA), INC.  	misc
00:60:43	iDirect, INC.  	misc
00:60:44	LITTON/POLY-SCIENTIFIC  	misc
00:60:45	PATHLIGHT TECHNOLOGIES  	misc
00:60:46	VMETRO, INC.  	misc
00:60:47	CISCO SYSTEMS, INC.  	misc
00:60:48	EMC CORPORATION  	misc
00:60:49	VINA TECHNOLOGIES  	misc
00:60:4a	SAIC IDEAS GROUP  	misc
00:60:4b	Safe-com GmbH & Co. KG  	misc
00:60:4c	SAGEM COMMUNICATION  	misc
00:60:4d	MMC NETWORKS, INC.  	misc
00:60:4e	CYCLE COMPUTER CORPORATION, INC.  	misc
00:60:4f	Tattile SRL  	misc
00:60:50	INTERNIX INC.  	misc
00:60:51	QUALITY SEMICONDUCTOR  	misc
00:60:52	PERIPHERALS ENTERPRISE CO., Ltd.  	misc
00:60:53	TOYODA MACHINE WORKS, LTD.  	misc
00:60:54	CONTROLWARE GMBH  	misc
00:60:55	CORNELL UNIVERSITY  	misc
00:60:56	NETWORK TOOLS, INC.  	misc
00:60:57	MURATA MANUFACTURING CO., LTD.  	misc
00:60:58	COPPER MOUNTAIN COMMUNICATIONS, INC.  	misc
00:60:59	TECHNICAL COMMUNICATIONS CORP.  	misc
00:60:5a	CELCORE, INC.  	misc
00:60:5b	IntraServer Technology, Inc.  	misc
00:60:5c	CISCO SYSTEMS, INC.  	misc
00:60:5d	SCANIVALVE CORP.  	misc
00:60:5e	LIBERTY TECHNOLOGY NETWORKING  	misc
00:60:5f	NIPPON UNISOFT CORPORATION  	misc
00:60:60	DAWNING TECHNOLOGIES, INC.  	misc
00:60:61	WHISTLE COMMUNICATIONS CORP.  	misc
00:60:62	TELESYNC, INC.  	misc
00:60:63	PSION DACOM PLC.  	misc
00:60:64	NETCOMM LIMITED  	misc
00:60:65	BERNECKER & RAINER INDUSTRIE-ELEKTRONIC GmbH  	misc
00:60:66	LACROIX Trafic  	misc
00:60:67	ACER NETXUS INC.  	misc
00:60:68	Dialogic Corporation  	misc
00:60:69	Brocade Communications Systems, Inc.  	misc
00:60:6a	MITSUBISHI WIRELESS COMMUNICATIONS. INC.  	misc
00:60:6b	Synclayer Inc.  	misc
00:60:6c	ARESCOM  	misc
00:60:6d	DIGITAL EQUIPMENT CORP.  	misc
00:60:6e	DAVICOM SEMICONDUCTOR, INC.  	misc
00:60:6f	CLARION CORPORATION OF AMERICA  	misc
00:60:70	CISCO SYSTEMS, INC.  	misc
00:60:71	MIDAS LAB, INC.  	misc
00:60:72	VXL INSTRUMENTS, LIMITED  	misc
00:60:73	REDCREEK COMMUNICATIONS, INC.  	misc
00:60:74	QSC AUDIO PRODUCTS  	misc
00:60:75	PENTEK, INC.  	misc
00:60:76	SCHLUMBERGER TECHNOLOGIES RETAIL PETROLEUM SYSTEMS  	misc
00:60:77	PRISA NETWORKS  	misc
00:60:78	POWER MEASUREMENT LTD.  	misc
00:60:79	Mainstream Data, Inc.  	misc
00:60:7a	DVS GmbH  	misc
00:60:7b	FORE SYSTEMS, INC.  	misc
00:60:7c	WaveAccess, Ltd.  	misc
00:60:7d	SENTIENT NETWORKS INC.  	misc
00:60:7e	GIGALABS, INC.  	misc
00:60:7f	AURORA TECHNOLOGIES, INC.  	misc
00:60:80	MICROTRONIX DATACOM LTD.  	misc
00:60:81	TV/COM INTERNATIONAL  	misc
00:60:82	NOVALINK TECHNOLOGIES, INC.  	misc
00:60:83	CISCO SYSTEMS, INC.  	misc
00:60:84	DIGITAL VIDEO  	misc
00:60:85	Storage Concepts  	misc
00:60:86	LOGIC REPLACEMENT TECH. LTD.  	misc
00:60:87	KANSAI ELECTRIC CO., LTD.  	misc
00:60:88	WHITE MOUNTAIN DSP, INC.  	misc
00:60:89	XATA  	misc
00:60:8a	CITADEL COMPUTER  	misc
00:60:8b	ConferTech International  	misc
00:60:8c	3COM CORPORATION  	misc
00:60:8d	UNIPULSE CORP.  	misc
00:60:8e	HE ELECTRONICS, TECHNOLOGIE & SYSTEMTECHNIK GmbH  	misc
00:60:8f	TEKRAM TECHNOLOGY CO., LTD.  	misc
00:60:90	Artiza Networks Inc  	misc
00:60:91	FIRST PACIFIC NETWORKS, INC.  	misc
00:60:92	MICRO/SYS, INC.  	misc
00:60:93	VARIAN  	misc
00:60:94	IBM Corp  	misc
00:60:95	ACCU-TIME SYSTEMS, INC.  	misc
00:60:96	T.S. MICROTECH INC.  	misc
00:60:97	3COM CORPORATION  	misc
00:60:98	HT COMMUNICATIONS  	misc
00:60:99	SBE, Inc.  	misc
00:60:9a	NJK TECHNO CO.  	misc
00:60:9b	ASTRO-MED, INC.  	misc
00:60:9c	Perkin-Elmer Incorporated  	misc
00:60:9d	PMI FOOD EQUIPMENT GROUP  	misc
00:60:9e	ASC X3 INFORMATION TECHNOLOGY STANDARDS SECRETARIATS 	misc
00:60:9f	PHAST CORPORATION  	misc
00:60:a0	SWITCHED NETWORK TECHNOLOGIES, INC.  	misc
00:60:a1	VPNet, Inc.  	misc
00:60:a2	NIHON UNISYS LIMITED CO.  	misc
00:60:a3	CONTINUUM TECHNOLOGY CORP.  	misc
00:60:a4	GEW Technologies (PTY)Ltd  	misc
00:60:a5	PERFORMANCE TELECOM CORP.  	misc
00:60:a6	PARTICLE MEASURING SYSTEMS  	misc
00:60:a7	MICROSENS GmbH & CO. KG  	misc
00:60:a8	TIDOMAT AB  	misc
00:60:a9	GESYTEC MbH  	misc
00:60:aa	INTELLIGENT DEVICES INC. (IDI)  	misc
00:60:ab	LARSCOM INCORPORATED  	misc
00:60:ac	RESILIENCE CORPORATION  	misc
00:60:ad	MegaChips Corporation  	misc
00:60:ae	TRIO INFORMATION SYSTEMS AB  	misc
00:60:af	PACIFIC MICRO DATA, INC.  	misc
00:60:b0	HEWLETT-PACKARD CO.  	misc
00:60:b1	INPUT/OUTPUT, INC.  	misc
00:60:b2	PROCESS CONTROL CORP.  	misc
00:60:b3	Z-COM, INC.  	misc
00:60:b4	GLENAYRE R&D INC.  	misc
00:60:b5	KEBA GmbH  	misc
00:60:b6	LAND COMPUTER CO., LTD.  	misc
00:60:b7	CHANNELMATIC, INC.  	misc
00:60:b8	CORELIS Inc.  	misc
00:60:b9	NEC Infrontia Corporation  	misc
00:60:ba	SAHARA NETWORKS, INC.  	misc
00:60:bb	CABLETRON NETLINK, INC. 	misc
00:60:bc	KeunYoung Electronics & Communication Co., Ltd.  	misc
00:60:bd	HUBBELL-PULSECOM  	misc
00:60:be	WEBTRONICS  	misc
00:60:bf	MACRAIGOR SYSTEMS, INC.  	misc
00:60:c0	Nera Networks AS  	misc
00:60:c1	WaveSpan Corporation  	misc
00:60:c2	MPL AG  	misc
00:60:c3	NETVISION CORPORATION  	misc
00:60:c4	SOLITON SYSTEMS K.K.  	misc
00:60:c5	ANCOT CORP.  	misc
00:60:c6	DCS AG  	misc
00:60:c7	AMATI COMMUNICATIONS CORP.  	misc
00:60:c8	KUKA WELDING SYSTEMS & ROBOTS  	misc
00:60:c9	ControlNet, Inc.  	misc
00:60:ca	HARMONIC SYSTEMS INCORPORATED  	misc
00:60:cb	HITACHI ZOSEN CORPORATION  	misc
00:60:cc	EMTRAK, INCORPORATED  	misc
00:60:cd	VideoServer, Inc.  	misc
00:60:ce	ACCLAIM COMMUNICATIONS  	misc
00:60:cf	ALTEON NETWORKS, INC.  	misc
00:60:d0	SNMP RESEARCH INCORPORATED  	misc
00:60:d1	CASCADE COMMUNICATIONS  	misc
00:60:d2	LUCENT TECHNOLOGIES TAIWAN TELECOMMUNICATIONS CO., LTD.  	misc
00:60:d3	AT&T  	misc
00:60:d4	ELDAT COMMUNICATION LTD.  	misc
00:60:d5	MIYACHI TECHNOS CORP.  	misc
00:60:d6	NovAtel Wireless Technologies Ltd.  	misc
00:60:d7	ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL)  	misc
00:60:d8	ELMIC SYSTEMS, INC.  	misc
00:60:d9	TRANSYS NETWORKS INC.  	misc
00:60:da	JBM ELECTRONICS CO.  	misc
00:60:db	NTP ELEKTRONIK A/S  	misc
00:60:dc	Toyo Network Systems  & System Integration Co. LTD  	misc
00:60:dd	MYRICOM, INC.  	misc
00:60:de	Kayser-Threde GmbH  	misc
00:60:df	Brocade Communications Systems, Inc.  	misc
00:60:e0	AXIOM TECHNOLOGY CO., LTD.  	misc
00:60:e1	ORCKIT COMMUNICATIONS LTD.  	misc
00:60:e2	QUEST ENGINEERING & DEVELOPMENT  	misc
00:60:e3	ARBIN INSTRUMENTS  	misc
00:60:e4	COMPUSERVE, INC.  	misc
00:60:e5	FUJI AUTOMATION CO., LTD.  	misc
00:60:e6	SHOMITI SYSTEMS INCORPORATED  	misc
00:60:e7	RANDATA  	misc
00:60:e8	HITACHI COMPUTER PRODUCTS (AMERICA), INC.  	misc
00:60:e9	ATOP TECHNOLOGIES, INC.  	misc
00:60:ea	StreamLogic  	misc
00:60:eb	FOURTHTRACK SYSTEMS  	misc
00:60:ec	HERMARY OPTO ELECTRONICS INC.  	misc
00:60:ed	RICARDO TEST AUTOMATION LTD.  	misc
00:60:ee	APOLLO  	misc
00:60:ef	FLYTECH TECHNOLOGY CO., LTD.  	misc
00:60:f0	JOHNSON & JOHNSON MEDICAL, INC  	misc
00:60:f1	EXP COMPUTER, INC.  	misc
00:60:f2	LASERGRAPHICS, INC.  	misc
00:60:f3	Performance Analysis Broadband, Spirent plc  	misc
00:60:f4	ADVANCED COMPUTER SOLUTIONS, Inc.  	misc
00:60:f5	ICON WEST, INC.  	misc
00:60:f6	NEXTEST COMMUNICATIONS PRODUCTS, INC.  	misc
00:60:f7	DATAFUSION SYSTEMS  	misc
00:60:f8	Loran International Technologies Inc.  	misc
00:60:f9	DIAMOND LANE COMMUNICATIONS  	misc
00:60:fa	EDUCATIONAL TECHNOLOGY RESOURCES, INC.  	misc
00:60:fb	PACKETEER, INC.  	misc
00:60:fc	CONSERVATION THROUGH INNOVATION LTD.  	misc
00:60:fd	NetICs, Inc.  	misc
00:60:fe	LYNX SYSTEM DEVELOPERS, INC.  	misc
00:60:ff	QuVis, Inc.  	misc
00:64:40	CISCO SYSTEMS, INC.  	misc
00:64:a6	Maquet CardioVascular  	misc
00:66:4b	Huawei Technologies Co., Ltd  	misc
00:6b:9e	VIZIO Inc  	misc
00:6b:a0	SHENZHEN UNIVERSAL INTELLISYS PTE LTD  	misc
00:6d:fb	Vutrix (UK) Ltd  	misc
00:70:b0	M/A-COM INC. COMPANIES  	misc
00:70:b3	DATA RECALL LTD.  	misc
00:73:8d	Tinno Mobile Technology Corp  	misc
00:73:e0	Samsung Electronics Co.,Ltd  	misc
00:75:e1	Ampt, LLC  	misc
00:78:9e	SAGEMCOM  	misc
00:7d:fa	Volkswagen Group of America  	misc
00:7f:28	Actiontec Electronics, Inc  	misc
00:80:00	MULTITECH SYSTEMS, INC.  	misc
00:80:01	PERIPHONICS CORPORATION  	misc
00:80:02	SATELCOM (UK) LTD  	misc
00:80:03	HYTEC ELECTRONICS LTD.  	misc
00:80:04	ANTLOW COMMUNICATIONS, LTD.  	misc
00:80:05	CACTUS COMPUTER INC.  	misc
00:80:06	COMPUADD CORPORATION  	misc
00:80:07	DLOG NC-SYSTEME  	misc
00:80:08	DYNATECH COMPUTER SYSTEMS  	misc
00:80:09	JUPITER SYSTEMS, INC.  	misc
00:80:0a	JAPAN COMPUTER CORP.  	misc
00:80:0b	CSK CORPORATION  	misc
00:80:0c	VIDECOM LIMITED  	misc
00:80:0d	VOSSWINKEL F.U.  	misc
00:80:0e	ATLANTIX CORPORATION  	misc
00:80:0f	STANDARD MICROSYSTEMS  	misc
00:80:10	COMMODORE INTERNATIONAL  	misc
00:80:11	DIGITAL SYSTEMS INT'L. INC.  	misc
00:80:12	INTEGRATED MEASUREMENT SYSTEMS  	misc
00:80:13	THOMAS-CONRAD CORPORATION  	misc
00:80:14	ESPRIT SYSTEMS  	misc
00:80:15	SEIKO SYSTEMS, INC.  	misc
00:80:16	WANDEL AND GOLTERMANN  	misc
00:80:17	PFU LIMITED  	misc
00:80:18	KOBE STEEL, LTD.  	misc
00:80:19	DAYNA COMMUNICATIONS, INC.  	misc
00:80:1a	BELL ATLANTIC  	misc
00:80:1b	KODIAK TECHNOLOGY  	misc
00:80:1c	NEWPORT SYSTEMS SOLUTIONS  	misc
00:80:1d	INTEGRATED INFERENCE MACHINES  	misc
00:80:1e	XINETRON, INC.  	misc
00:80:1f	KRUPP ATLAS ELECTRONIK GMBH  	misc
00:80:20	NETWORK PRODUCTS  	misc
00:80:21	Alcatel Canada Inc.  	misc
00:80:22	SCAN-OPTICS  	misc
00:80:23	INTEGRATED BUSINESS NETWORKS  	misc
00:80:24	KALPANA, INC.  	misc
00:80:25	STOLLMANN GMBH  	misc
00:80:26	NETWORK PRODUCTS CORPORATION  	misc
00:80:27	ADAPTIVE SYSTEMS, INC.  	misc
